all\o^	285	385	232	0.31765699999999997	78	86	51	pA_B
c'	284	323	251	0.12978	74	82	67	pA_I
est	284	323	251	0.12978	74	82	67	pA_L
								
oui	221	227	211	0.2640500000000001	31	59	25	pA_U
								
\c,a	239	271	224	0.2185600000000001	53	60	40	pA_B
va	279	420	222	0.32131000000000043	68	84	38	pA_L
								
oui	296	602	205	0.18339000000000016	40	62	32	pA_B
et	249	259	234	0.16539000000000037	64	69	50	pA_I
toi	237	246	233	0.3609099999999996	63	71	49	pA_L
								
\c,a	269	292	254	0.20871999999999957	51	61	41	pA_B
va	237	254	228	0.3413700000000004	65	79	43	pA_L
dis	261	355	202	0.22323000000000004	60	63	53	pA_B
je	342	369	279	0.11723999999999979	73	78	59	pA_I
voulais	246	279	231	0.14446000000000048	75	79	70	pA_I
te	226	256	207	0.0690900000000001	77	80	73	pA_I
demander	260	286	202	0.6351999999999993	74	75	72	pA_L
demain	264	355	198	0.4885699999999993	44	49	34	pA_B
vu	263	330	237	0.20307999999999993	76	86	58	pA_I
que	237	272	227	0.29518999999999984	72	75	63	pA_I
on	228	233	208	0.11724000000000068	71	80	57	pA_I
a	232	237	231	0.15701999999999927	73	75	69	pA_I
qu'	232	238	228	0.23867000000000083	77	79	71	pA_I
une	232	238	228	0.23867000000000083	77	79	71	pA_I
heure	257	290	230	0.1895099999999985	70	78	65	pA_I
pour	249	272	233	0.11820000000000164	67	74	60	pA_I
manger	247	301	217	0.5574999999999992	67	75	60	pA_I
euh	225	295	211	0.2889999999999997	75	77	65	pA_I
\c,a	232	262	210	0.1905000000000001	70	75	61	pA_I
te	214	220	210	0.03979999999999961	68	76	64	pA_I
dit	203	212	193	0.24080000000000013	71	72	70	pA_I
que	258	332	205	0.36630000000000074	65	72	52	pA_I
on	229	266	203	0.11730000000000018	71	79	54	pA_I
aille	220	226	214	0.1654	70	73	68	pA_I
manger	214	220	198	0.32869999999999955	76	79	72	pA_I
dehors	235	339	189	0.4198000000000004	72	77	68	pA_L
								
euh	375	713	210	0.45670000000000144	36	67	23	pA_B
hm	208	217	163	0.8642999999999983	73	83	58	pA_L
je	NA	NA	NA	0.1872999999999969	55	71	35	pA_B
sais	201	230	184	0.20730000000000004	65	73	51	pA_I
pas	226	231	197	0.1423000000000023	72	77	65	pA_I
en	214	229	189	0.1311	82	88	63	pA_I
fait	198	226	191	0.24299999999999855	77	86	68	pA_I
parce	343	635	167	0.30209999999999937	66	79	54	pA_I
que	343	635	167	0.30209999999999937	66	79	54	pA_I
le	193	203	179	0.13400000000000034	67	78	59	pA_I
truc	502	774	265	0.3322000000000003	66	73	57	pA_I
c'	459	482	444	0.18420000000000059	64	72	51	pA_I
est	459	482	444	0.18420000000000059	64	72	51	pA_I
que	221	654	175	0.34339999999999904	61	73	52	pA_I
j'	182	186	179	0.1423000000000023	72	78	50	pA_I
ai	182	186	179	0.1423000000000023	72	78	50	pA_I
encore	611	748	174	0.4228999999999985	68	79	62	pA_I
pas	212	225	196	0.27009999999999934	68	81	45	pA_I
de	234	245	228	0.08999999999999986	73	87	44	pA_I
monnaie	242	250	228	0.4510000000000005	67	77	62	pA_L
								
ah	216	218	214	0.07479999999999976	43	56	34	pA_B
ouais	218	290	205	0.24739999999999895	71	76	65	pA_L
								
donc	336	634	203	0.32760000000000034	77	81	72	pA_B
euh	201	221	188	0.2010000000000005	72	77	66	pA_I
du	196	199	194	0.19259999999999877	74	81	66	pA_I
coup	269	274	264	0.2345000000000006	62	69	56	pA_I
\c,a	224	266	199	0.18210000000000193	69	74	56	pA_I
voudrait	201	216	191	0.429199999999998	75	87	61	pA_I
dire	239	262	204	0.18840000000000146	74	83	62	pA_I
que	211	225	191	0.20730000000000004	72	84	61	pA_I
